influx tag,"Antenna
,LWA-100,I,Coaxial,37.24030922,-118.2816171,1182.65,4.40,59.04,YES,YES,0147,0646,OK,OK,26,17,26,11,2611,12,2612,6,1,6,02:00:c2:4f:e4:75,snap06.sas.pvt,0,28,29,30,31,175,FEE installed on 11/04/2021,,,
,LWA-117,H,Coaxial,37.23963314,-118.2816685,1182.98,-0.16,-16.00,YES,YES,0436,0207,OK,OK,30,22,30,3,3003,4,3004,8,2,7,00:00:d6:de:e4:75,snap07.sas.pvt,0,28,29,30,31,207,FEE installed on 11/04/2021,,,
,LWA-160,B,Coaxial,37.23888067,-118.2818386,1182.66,-15.25,-99.51,YES,YES,0588,0667,OK,OK,33,25,33,13,3313,14,3314,3,2,8,00:00:b3:f2:e4:75,snap08.sas.pvt,0,28,29,30,31,239,FEE installed on 11/03/2021,,,
,LWA-198,F,Coaxial,37.24031702,-118.2820992,1183.34,-38.37,59.90,YES,YES,485,254,OK,OK,37,42,37,1,3701,2,3702,1,2,9,02:00:ce:ca:e4:6f,snap09.sas.pvt,0,28,29,30,31,271,FEE installed on 11/04/2021,,,
,LWA-219,E,Coaxial,37.23938798,-118.2823083,1182.86,-56.93,-43.20,YES,YES,0545,0643,OK,OK,43,48,43,13,4313,14,4314,4,2,11,00:00:b3:fc:e4:6f,snap11.sas.pvt,0,28,29,30,31,335,FEE installed 5/25/2021,,,
,LWA-230,D,Coaxial,37.24010696,-118.2826228,1183.59,-84.83,36.59,YES,YES,0219,0388,OK,OK,40,38,40,7,4007,8,4008,2,2,10,00:00:41:1e:e4:75,snap10.sas.pvt,0,28,29,30,31,303,FEE installed 8/24/2021,,,
,LWA-295,K,Fiber,37.24095124,-118.2878577,1183.39,-549.32,130.29,YES,YES,629,692,,,6,4098,6,11,611,12,612,12,1,2,02:00:d4:5b:e4:75,snap02.sas.pvt,0,28,29,30,31,47,,,,
,LWA-308,J,Fiber,37.245339,-118.2844536,1184.15,-247.26,617.26,YES,YES,200,440,,,2,4107,2,13,213,14,214,13,1,1,00:00:4e:e4:ef:75,snap01.sas.pvt,0,28,29,30,31,15,,,,
,LWA-044,G,Coaxial,37.23996472,-118.2810662,1182.77,53.29,20.80,YES,YES,0443,0192,OK,OK,17,23,17,5,1705,6,1706,10,1,3,02:00:a6:4e:e4:6f,snap03.sas.pvt,1,2,3,32,33,80,FEE installed 11/11/2021,,,
,LWA-049,A,Coaxial,37.23973011,-118.2811747,1182.58,43.65,-5.23,YES,YES,1517,1559,OK,OK,20,33,20,9,2009,10,2010,7,1,4,00:00:08:4b:e4:6f,snap04.sas.pvt,1,2,3,32,33,112,FEE installed 10/29/2021,,,
,LWA-089,C,Coaxial,37.23930194,-118.2814688,1182.49,17.56,-52.75,YES,YES,0519,0268,OK,OK,23,32,23,13,2313,14,2314,5,1,5,00:00:18:2d:e4:75,snap05.sas.pvt,1,2,3,32,33,144,FEE installed on 11/04/2021,,,
,LWA-103,I,Coaxial,37.24019467,-118.2816337,1182.64,2.93,46.32,YES,YES,0335,0561,OK,OK,27,21,27,1,2701,2,2702,6,1,6,02:00:c2:4f:e4:75,snap06.sas.pvt,1,2,3,32,33,176,FEE installed on 11/04/2021,,,
,LWA-120,H,Coaxial,37.23956661,-118.2816735,1182.70,-0.61,-23.38,YES,YES,0410,1062,OK,OK,30,22,30,9,3009,10,3010,8,2,7,00:00:d6:de:e4:75,snap07.sas.pvt,1,2,3,32,33,208,FEE installed on 11/04/2021,,,
,LWA-185,B,Coaxial,37.23933462,-118.2818939,1182.96,-20.16,-49.13,YES,YES,0135,0660,OK,OK,34,28,34,3,3403,4,3404,3,2,8,00:00:b3:f2:e4:75,snap08.sas.pvt,1,2,3,32,33,240,FEE installed on 11/03/2021,,,
,LWA-195,F,Coaxial,37.2405099,-118.2823414,1183.15,-59.86,81.31,YES,YES,0587,0683,OK,OK,37,42,37,7,3707,8,3708,1,2,9,02:00:ce:ca:e4:6f,snap09.sas.pvt,1,2,3,32,33,272,FEE installed on 11/08/2021,,,
,LWA-226,D,Coaxial,37.2403059,-118.2825618,1183.78,-79.43,58.67,YES,YES,0213,1349,OK,OK,40,38,40,13, ,14, ,2,2,10,00:00:41:1e:e4:75,snap10.sas.pvt,1,2,3,32,33,304,FEE installed 8/24/2021,,,
,LWA-241,E,Coaxial,37.23962331,-118.2824782,1183.14,-72.00,-17.09,YES,YES,0214,1364,OK,OK,44,26,44,3,4403,4,4404,4,2,11,00:00:b3:fc:e4:6f,snap11.sas.pvt,1,2,3,32,33,336,FEE installed 9/28/2021,,,
,LWA-301,K,Fiber,37.23612725,-118.2874095,1180.57,-509.59,-405.09,YES,YES,417,180,,,7,4111,7,1,701,2,702,12,1,2,02:00:d4:5b:e4:75,snap02.sas.pvt,1,2,3,32,33,48,,,,
,LWA-311,J,Fiber,37.2428387,-118.2866233,1184.75,-439.79,339.77,YES,YES,160,104,,,3,4099,3,3,303,4,304,13,1,1,00:00:4e:e4:ef:75,snap01.sas.pvt,1,2,3,32,33,16,,,,
,LWA-043,G,Coaxial,37.24000879,-118.2811854,1182.93,42.70,25.69,YES,YES,0479,?,OK,OK,17,23,17,3,1703,4,1704,10,1,3,02:00:a6:4e:e4:6f,snap03.sas.pvt,1,0,1,34,35,81,FEE installed 11/11/2021,,,
,LWA-048,A,Coaxial,37.23976097,-118.2812521,1182.60,36.79,-1.81,YES,YES,0239,1384,OK,OK,20,33,20,7,2007,8,2008,7,1,4,00:00:08:4b:e4:6f,snap04.sas.pvt,1,0,1,34,35,113,FEE installed 10/29/2021,,,
,LWA-082,H,Coaxial,37.23962839,-118.2813933,1183.03,24.26,-16.52,YES,YES,0430,0208,OK,OK,30,22,30,7,3007,8,3008,8,2,7,00:00:d6:de:e4:75,snap07.sas.pvt,1,0,1,34,35,209,FEE installed 11/04/2021,,,
,LWA-096,C,Coaxial,37.23890564,-118.2814451,1182.64,19.66,-96.74,YES,YES,0622,0693,OK,OK,23,32,23,11,2311,12,2312,5,1,5,00:00:18:2d:e4:75,snap05.sas.pvt,1,0,1,34,35,145,FEE installed on 11/04/2021,,,
,LWA-102,I,Coaxial,37.24023518,-118.2816759,1182.52,-0.81,50.82,YES,YES,0339,0226,OK,OK,26,17,26,15,2615,16,2616,6,1,6,02:00:c2:4f:e4:75,snap06.sas.pvt,1,0,1,34,35,177,FEE installed on 11/04/2021,,,
,LWA-184,B,Coaxial,37.23939305,-118.2818802,1182.87,-18.94,-42.64,YES,YES,0487,0251,OK,OK,34,28,34,1,3401,2,3402,3,2,8,00:00:b3:f2:e4:75,snap08.sas.pvt,1,0,1,34,35,241,FEE installed on 11/03/2021,,,
,LWA-194,F,Coaxial,37.24054176,-118.2821668,1183.06,-44.38,84.85,YES,YES,0323,0256,OK,OK,37,42,37,5,3705,6,3706,1,2,9,02:00:ce:ca:e4:6f,snap09.sas.pvt,1,0,1,34,35,273,FEE installed on 11/04/2021,,,
,LWA-223,E,Coaxial,37.23907594,-118.2823567,1182.80,-61.22,-77.84,YES,YES,0498,0578,OK,OK,44,26,44,1,4401,2,4402,4,2,11,00:00:b3:fc:e4:6f,snap11.sas.pvt,1,0,1,34,35,337,FEE installed 6/2/2021,,,
,LWA-229,D,Coaxial,37.24012768,-118.2825038,1183.56,-74.28,38.89,YES,YES,0229,0334,OK,OK,40,38,40,11,4011,12,4012,2,2,10,00:00:41:1e:e4:75,snap10.sas.pvt,1,0,1,34,35,305,FEE installed 8/24/2021,,,
,LWA-298,K,Fiber,37.24958433,-118.2777623,1185.65,346.40,1088.42,YES,YES,166,109,,,6,4098,6,15,615,16,616,12,1,2,02:00:d4:5b:e4:75,snap02.sas.pvt,1,0,1,34,35,49,,,,
,LWA-310,J,Fiber,37.24519965,-118.2823301,1184.45,-58.86,601.79,YES,YES,312,551,,,3,4099,3,1,301,2,302,13,1,1,00:00:4e:e4:ef:75,snap01.sas.pvt,1,0,1,34,35,17,,,,
,LWA-046,G,Coaxial,37.23989414,-118.2810346,1182.70,56.09,12.97,YES,YES,0237,1226,OK,OK,17,23,17,9,1709,10,1710,10,1,3,02:00:a6:4e:e4:6f,snap03.sas.pvt,1,6,7,36,37,82,FEE installed 10/29/2021,,,
,LWA-051,A,Coaxial,37.23968118,-118.2812393,1182.68,37.92,-10.66,YES,YES,0409,0218,OK,OK,20,33,20,13,2013,14,2014,7,1,4,00:00:08:4b:e4:6f,snap04.sas.pvt,1,6,7,36,37,114,FEE installed 11/03/2021,,,
,LWA-091,C,Coaxial,37.23916647,-118.2813914,1182.69,24.42,-67.79,YES,YES,0583,0698,OK,OK,24,43,24,1,2401,2,2402,5,1,5,00:00:18:2d:e4:75,snap05.sas.pvt,1,6,7,36,37,146,FEE installed on 11/04/2021,,,
,LWA-105,I,Coaxial,37.24011965,-118.2815204,1182.52,12.98,38.00,YES,YES,0597,0665,OK,OK,27,21,27,5,2705,6,2706,6,1,6,02:00:c2:4f:e4:75,snap06.sas.pvt,1,6,7,36,37,178,FEE installed on 11/04/2021,,,
,LWA-143,H,Coaxial,37.23999336,-118.281704,1182.52,-3.31,23.98,YES,YES,0453,0195,OK,OK,30,22,30,13,3013,14,3014,8,2,7,00:00:d6:de:e4:75,snap07.sas.pvt,1,6,7,36,37,210,FEE installed on 11/03/2021,,,
,LWA-187,B,Coaxial,37.23922783,-118.281987,1182.82,-28.42,-60.98,YES,YES,0488,0253,OK,OK,34,28,34,7,3407,8,3408,3,2,8,00:00:b3:f2:e4:75,snap08.sas.pvt,1,6,7,36,37,242,FEE installed on 11/08/2021,,,
,LWA-197,F,Coaxial,37.24032985,-118.2822875,1183.50,-55.09,61.33,YES,YES,0315,0568,OK,OK,37,42,37,11,3711,12,3712,1,2,9,02:00:ce:ca:e4:6f,snap09.sas.pvt,1,6,7,36,37,274,FEE installed on 11/04/2021,,,
 ,LWA-233,D,Coaxial,37.23992214,-118.2823903,1183.34,-64.20,16.08,YES,YES,245,1359,OK,OK,41,46,41,1, ,2, ,2,2,10,00:00:41:1e:e4:75,snap10.sas.pvt,1,6,7,36,37,306,FEE installed 8/24/2021,,,
,LWA-244,E,Coaxial,37.23952124,-118.2824382,1183.03,-68.46,-28.41,YES,YES,0212,1387,OK,OK,44,26,44,7,4407,8,4408,4,2,11,00:00:b3:fc:e4:6f,snap11.sas.pvt,1,6,7,36,37,338,FEE installed 8/24/2021,,,
,LWA-216,,Coaxial,37.23945065,-118.2821739,1182.87,-45.01,-36.25,NO,NO,,,OK,BREAK,,,,,0,,0,,,,,,,,,,,,,,,
,LWA-305,K,Fiber,37.2399408,-118.2863848,1183.17,-418.64,18.15,YES,YES,299,539,,,7,4111,7,5,705,6,706,12,1,2,02:00:d4:5b:e4:75,snap02.sas.pvt,1,6,7,36,37,50,,,,
,LWA-313,J,Fiber,37.24340671,-118.2787976,1183.44,254.57,402.81,YES,YES,0413,0231,,,3,4099,3,7,307,8,308,13,1,1,00:00:4e:e4:ef:75,snap01.sas.pvt,1,6,7,36,37,18,,,,
,LWA-045,G,Coaxial,37.23991949,-118.2811983,1182.83,41.56,15.78,YES,YES,0260,1361,OK,OK,17,23,17,7,1707,8,1708,10,1,3,02:00:a6:4e:e4:6f,snap03.sas.pvt,1,4,5,38,39,83,FEE installed 10/29/2021,,,
,LWA-220,,Coaxial,37.23927952,-118.282232,1182.87,-50.16,-55.24,NO,NO,,,BREAK,OK,,,,,0,,0,,,,,,,,,,,,,,,
,LWA-050,A,Coaxial,37.23970995,-118.2811235,1182.60,48.20,-7.47,YES,YES,0720,0876,OK,OK,20,33,20,11,2011,12,2012,7,1,4,00:00:08:4b:e4:6f,snap04.sas.pvt,1,4,5,38,39,115,FEE installed 10/29/2021,,,
,LWA-090,C,Coaxial,37.23923106,-118.2813818,1182.59,25.28,-60.62,YES,YES,0154,0377,OK,OK,23,32,23,15,2315,16,2316,5,1,5,00:00:18:2d:e4:75,snap05.sas.pvt,1,4,5,38,39,147,FEE installed on 11/04/2021,,,
,LWA-104,I,Coaxial,37.2401829,-118.2815311,1182.55,12.03,45.02,YES,YES,1485,0631,OK,OK,27,21,27,3,2703,4,2704,6,1,6,02:00:c2:4f:e4:75,snap06.sas.pvt,1,4,5,38,39,179,FEE installed on 11/04/2021,,,
,LWA-142,H,Coaxial,37.24003234,-118.2817325,1182.52,-5.84,28.31,YES,YES,0434,0206,OK,OK,30,22,30,11,3011,12,3012,8,2,7,00:00:d6:de:e4:75,snap07.sas.pvt,1,4,5,38,39,211,FEE installed on 11/03/2021,,,
,LWA-186,B,Coaxial,37.23931788,-118.2820626,1182.87,-35.13,-50.98,YES,YES,0445,0193,OK,OK,34,28,34,5,3405,6,3406,3,2,8,00:00:b3:f2:e4:75,snap08.sas.pvt,1,4,5,38,39,243,FEE installed on 11/03/2021,,,
,LWA-196,F,Coaxial,37.24035349,-118.2821551,1183.38,-43.34,63.95,YES,YES,0108,0353,OK,OK,37,42,37,9,3709,10,3710,1,2,9,02:00:ce:ca:e4:6f,snap09.sas.pvt,1,4,5,38,39,275,FEE installed on 11/04/2021,,,
,LWA-232,D,Coaxial,37.23995679,-118.2826447,1183.53,-86.78,19.92,YES,YES,185,316,OK,OK,40,38,40,15, ,16, ,2,2,10,00:00:41:1e:e4:75,snap10.sas.pvt,1,4,5,38,39,307,FEE installed 8/24/2021,,,
,LWA-242,E,Coaxial,37.23960331,-118.2825766,1183.28,-80.74,-19.31,YES,YES,0258,1366,OK,OK,44,26,44,5,4405,6,4406,4,2,11,00:00:b3:fc:e4:6f,snap11.sas.pvt,1,4,5,38,39,339,FEE installed 8/24/2021,,,
,LWA-303,K,Fiber,37.23732897,-118.2862443,1182.87,-406.19,-271.72,YES,YES,262,342,,,7,4111,7,3,703,4,704,12,1,2,02:00:d4:5b:e4:75,snap02.sas.pvt,1,4,5,38,39,51,,,,
,LWA-312,J,Fiber,37.24393393,-118.2874849,1183.76,-516.22,461.32,YES,YES,1515,1565,,,3,4099,3,5,305,6,306,13,1,1,00:00:4e:e4:ef:75,snap01.sas.pvt,1,4,5,38,39,19,,,,
 ,LWA-231,,Coaxial,37.24003849,-118.2826771,1183.49,-89.65,28.99,NO,NO,,,OK,BREAK,,,,,,,,,,,,,,,,,,,, , , 
,LWA-053,A,Coaxial,37.23961158,-118.281156,1182.67,45.31,-18.39,YES,YES,0517,0574,OK,OK,21,34,21,1,2101,2,2102,7,1,4,00:00:08:4b:e4:6f,snap04.sas.pvt,1,10,11,40,41,116,FEE installed 11/03/2021, , , 
,LWA-071,G,Coaxial,37.24008937,-118.2813684,1182.89,26.46,34.64,YES,YES,0454,0215,OK,OK,17,23,17,13,1713,14,1714,10,1,3,02:00:a6:4e:e4:6f,snap03.sas.pvt,1,10,11,40,41,84,FEE installed 11/03/2021, , , 
,LWA-093,C,Coaxial,37.23902551,-118.2813123,1182.73,31.45,-83.43,YES,YES,0100,0686,OK,OK,24,43,24,5,2405,6,2406,5,1,5,00:00:18:2d:e4:75,snap05.sas.pvt,1,10,11,40,41,148,FEE installed on 11/04/2021,,,
,LWA-129,I,Coaxial,37.24066826,-118.2818364,1183.03,-15.06,98.88,YES,YES,0448,0213,OK,OK,27,21,27,9,2709,10,2710,6,1,6,02:00:c2:4f:e4:75,snap06.sas.pvt,1,10,11,40,41,180,FEE installed on 11/04/2021,,,
,LWA-145,H,Coaxial,37.23992112,-118.281741,1182.73,-6.59,15.96,YES,YES,0441,0191,OK,OK,31,1,31,1,3101,2,3102,8,2,7,00:00:d6:de:e4:75,snap07.sas.pvt,1,10,11,40,41,212,FEE installed on 11/03/2021,,,
,LWA-190,B,Coaxial,37.23906509,-118.281895,1182.66,-20.25,-79.04,YES,YES,0435,0663,OK,OK,34,28,34,11,3411,12,3412,3,2,8,00:00:b3:f2:e4:75,snap08.sas.pvt,1,10,11,40,41,244,FEE installed on 11/04/2021,,,
,LWA-200,F,Coaxial,37.24023498,-118.2822311,1183.35,-50.08,50.80,YES,YES,0117,0344,OK,OK,37,42,37,15,3715,16,3716,1,2,9,02:00:ce:ca:e4:6f,snap09.sas.pvt,1,10,11,40,41,276,FEE installed on 11/04/2021,,,
,LWA-236,D,Coaxial,37.23979206,-118.2825315,1183.22,-76.74,1.64,YES,YES,1499,1560,OK,OK,41,46,41,5,4105,6,4106,2,2,10,00:00:41:1e:e4:75,snap10.sas.pvt,1,10,11,40,41,308,FEE installed 8/24/2021,,,
,LWA-246,E,Coaxial,37.23948833,-118.2826576,1183.31,-87.92,-32.07,YES,YES,0257,1362,OK,OK,44,26,44,11,4411,12,4412,4,2,11,00:00:b3:fc:e4:6f,snap11.sas.pvt,1,10,11,40,41,340,FEE installed 8/24/2021,,,
,LWA-317,K,Fiber,37.23826658,-118.2861208,1183.03,-395.22,-167.66,YES,YES,302,527,,,7,4111,7,9,709,10,710,12,1,2,02:00:d4:5b:e4:75,snap02.sas.pvt,1,10,11,40,41,52,,,,
,LWA-321,J,Fiber,37.24627062,-118.2875772,1185.10,-524.40,720.65,YES,YES,602,633,,,3,4099,3,11,311,12,312,13,1,1,00:00:4e:e4:ef:75,snap01.sas.pvt,1,10,11,40,41,20,,,,
,LWA-037,I,Coaxial,37.24028972,-118.2811755,1182.71,43.58,56.87,YES,YES,0777,0866,OK,OK,27,21,27,7,2707,8,2708,6,1,6,02:00:c2:4f:e4:75,snap06.sas.pvt,1,8,9,42,43,181,FEE installed 10/29/2021,,,
,LWA-047,G,Coaxial,37.23984395,-118.2812041,1182.78,41.05,7.40,YES,YES,0500,1564,OK,OK,17,23,17,11,1711,12,1712,10,1,3,02:00:a6:4e:e4:6f,snap03.sas.pvt,1,8,9,42,43,85,FEE installed 10/29/2021,,,
,LWA-052,A,Coaxial,37.23967094,-118.2811546,1182.58,45.44,-11.80,YES,YES,0333,0562,OK,OK,20,33,20,15,2015,16,2016,7,1,4,00:00:08:4b:e4:6f,snap04.sas.pvt,1,8,9,42,43,117,FEE installed 10/29/2021,,,
,LWA-092,C,Coaxial,37.23910344,-118.2813249,1182.74,30.33,-74.78,YES,YES,0309,0579,OK,OK,24,43,24,3,2403,4,2404,5,1,5,00:00:18:2d:e4:75,snap05.sas.pvt,1,8,9,42,43,149,FEE installed on 11/04/2021,,,
,LWA-144,H,Coaxial,37.23998137,-118.2818215,1182.59,-13.74,22.65,YES,YES,0637,0270,OK,OK,30,22,30,15,3015,16,3016,8,2,7,00:00:d6:de:e4:75,snap07.sas.pvt,1,8,9,42,43,213,FEE installed on 11/03/2021,,,
,LWA-189,B,Coaxial,37.23906865,-118.2820053,1182.71,-30.04,-78.64,YES,YES,0449,0198,OK,OK,34,28,34,9,3409,10,3410,3,2,8,00:00:b3:f2:e4:75,snap08.sas.pvt,1,8,9,42,43,245,FEE installed on 11/04/2021,,,
,LWA-199,F,Coaxial,37.24025556,-118.2823567,1183.51,-61.22,53.08,YES,YES,0446,0212,OK,OK,37,42,37,13,3713,14,3714,1,2,9,02:00:ce:ca:e4:6f,snap09.sas.pvt,1,8,9,42,43,277,FEE installed on 11/04/2021,,,
,LWA-235,D,Coaxial,37.23982881,-118.2824288,1183.15,-67.62,5.72,YES,YES,0538,1653,OK,OK,41,46,41,3,4103,4,4104,2,2,10,00:00:41:1e:e4:75,snap10.sas.pvt,1,8,9,42,43,309,FEE installed 8/24/2021,,,
,LWA-245,E,Coaxial,37.23949964,-118.2827759,1183.46,-98.42,-30.81,YES,YES,0204,1346,OK,OK,44,26,44,9,4409,10,4410,4,2,11,00:00:b3:fc:e4:6f,snap11.sas.pvt,1,8,9,42,43,341,FEE installed 8/24/2021,,,
,LWA-306,K,Fiber,37.2383259,-118.2877317,1180.92,-538.16,-161.08,YES,YES,495,636,,,7,4111,7,7,707,8,708,12,1,2,02:00:d4:5b:e4:75,snap02.sas.pvt,1,8,9,42,43,53,,,,
,LWA-314,J,Fiber,37.24325806,-118.2803486,1184.08,116.95,386.31,YES,YES,0513,0262,,,3,4099,3,9,309,10,310,13,1,1,00:00:4e:e4:ef:75,snap01.sas.pvt,1,8,9,42,43,21,,,,
,LWA-054,A,Coaxial,37.23953876,-118.2811732,1182.68,43.79,-26.47,YES,YES,0700,0171,OK,OK,21,34,21,5,2105,6,2106,7,1,4,00:00:08:4b:e4:6f,snap04.sas.pvt,1,14,15,44,45,118,FEE installed 11/03/2021,,,
,LWA-074,G,Coaxial,37.23995746,-118.2812921,1182.82,33.24,20.00,YES,YES,0152,0380,OK,OK,18,37,18,1,1801,2,1802,10,1,3,02:00:a6:4e:e4:6f,snap03.sas.pvt,1,14,15,44,45,86,FEE installed 11/03/2021,,,
,LWA-095,C,Coaxial,37.23893808,-118.2813589,1182.57,27.31,-93.14,YES,YES,0220,1351,OK,OK,24,43,24,9,2409,10,2410,5,1,5,00:00:18:2d:e4:75,snap05.sas.pvt,1,14,15,44,45,150,FEE installed on 11/04/2021,,,
,LWA-131,I,Coaxial,37.24055601,-118.2817337,1183.29,-5.94,86.43,YES,YES,0118,0343,OK,OK,27,21,27,13,2713,14,2714,6,1,6,02:00:c2:4f:e4:75,snap06.sas.pvt,1,14,15,44,45,182,FEE installed on 11/04/2021,,,
,LWA-147,H,Coaxial,37.23981503,-118.2818312,1182.78,-14.60,4.19,YES,YES,0432,0102,OK,OK,31,1,31,5,3105,6,3106,8,2,7,00:00:d6:de:e4:75,snap07.sas.pvt,1,14,15,44,45,214,FEE installed on 11/03/2021,,,
,LWA-191,B,Coaxial,37.23900226,-118.2819837,1182.71,-28.12,-86.01,YES,YES,0406,0219,OK,OK,34,28,34,15,3415,16,3416,3,2,8,00:00:b3:f2:e4:75,snap08.sas.pvt,1,14,15,44,45,246,FEE installed on 11/04/2021,,,
,LWA-202,F,Coaxial,37.24013446,-118.2821336,1183.24,-41.43,39.64,YES,YES,0461,0575,OK,OK,38,43,38,3,3803,4,3804,1,2,9,02:00:ce:ca:e4:6f,snap09.sas.pvt,1,14,15,44,45,278,FEE installed on 11/04/2021,,,
,LWA-238,D,Coaxial,37.23973853,-118.2823788,1183.10,-63.19,-4.30,YES,YES,0193,0315,OK,OK,41,46,41,9,4109,10,4110,2,2,10,00:00:41:1e:e4:75,snap10.sas.pvt,1,14,15,44,45,310,FEE installed 8/24/2021,,,
,LWA-249,E,Coaxial,37.23930282,-118.2825853,1183.09,-81.51,-52.66,YES,YES,0145,0373,OK,OK,44,26,44,15,4415,16,4416,4,2,11,00:00:b3:fc:e4:6f,snap11.sas.pvt,1,14,15,44,45,342,FEE installed on 11/04/2021,,,
,LWA-320,K,Fiber,37.24381148,-118.2923431,1179.61,-947.28,447.73,YES,YES,0489,0266,,,7,4111,7,13,713,14,714,12,1,2,02:00:d4:5b:e4:75,snap02.sas.pvt,1,14,15,44,45,54,,,,
,LWA-330,J,Fiber,37.24682923,-118.2801465,1185.03,134.88,782.65,YES,YES,189,106,,,3,4099,3,15,315,16,316,13,1,1,00:00:4e:e4:ef:75,snap01.sas.pvt,1,14,15,44,45,22,,,,
,LWA-073,G,Coaxial,37.24004105,-118.2813222,1182.84,30.57,29.28,YES,YES,0419,0176,OK,OK,17,23,17,15,1715,16,1716,10,1,3,02:00:a6:4e:e4:6f,snap03.sas.pvt,1,12,13,46,47,87,FEE installed 11/03/2021,,,
,LWA-080,A,Coaxial,37.23972941,-118.2813115,1182.76,31.52,-5.31,YES,YES,0484,0267,OK,OK,21,34,21,3,2103,4,2104,7,1,4,00:00:08:4b:e4:6f,snap04.sas.pvt,1,12,13,46,47,119,FEE installed 11/04/2021,,,
,LWA-094,C,Coaxial,37.23901833,-118.2814666,1182.70,17.76,-84.23,YES,YES,0604,0630,OK,OK,24,43,24,7,2407,8,2408,5,1,5,00:00:18:2d:e4:75,snap05.sas.pvt,1,12,13,46,47,151,FEE installed on 11/04/2021,,,
